,district_name,grades_inperson_model,grades_hybrid_model,grades_remote_model,predominant_model,organization_type,reporting_period,update_date,alliance_district,remote,remote_num,hybrid_num,inperson_num,R,H,I,predom,city
2761,Thompson School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,N/A,,Public School Districts,"October 19, 2020 - October 23, 2020",2020-10-29T00:00:00.000,Alliance,0,1,1,14,0.0,0.0,3.0,3.0,"Thompson, CT"
2764,Tolland School District,"PK, K, g1, g2, g3, g4, g5","g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"October 19, 2020 - October 23, 2020",2020-10-29T00:00:00.000,,0,1,7,7,0.0,0.0,0.0,0.0,"Tolland, CT"
2765,Torrington School District,"PK, K, g1, g2, g3, g4, g5","g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"October 19, 2020 - October 23, 2020",2020-10-29T00:00:00.000,Alliance,0,1,7,7,0.0,0.0,0.0,0.0,"Torrington, CT"
2766,Trumbull School District,"PK, K, g1, g2","g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"October 19, 2020 - October 23, 2020",2020-10-29T00:00:00.000,,0,1,10,4,0.0,2.0,0.0,2.0,"Trumbull, CT"
2768,Union School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,N/A,,Public School Districts,"October 19, 2020 - October 23, 2020",2020-10-29T00:00:00.000,,0,1,1,10,0.0,0.0,3.0,3.0,"Union, CT"
2769,Vernon School District,"PK, K, g1, g2, g3, g4, g5","g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"October 19, 2020 - October 23, 2020",2020-10-29T00:00:00.000,Alliance,0,1,7,7,0.0,0.0,0.0,0.0,"Vernon, CT"
2770,Voluntown School District,"K, g1, g2, g3, g4, g5, g6, g7, g8",PK,N/A,,Public School Districts,"October 19, 2020 - October 23, 2020",2020-10-29T00:00:00.000,,0,1,1,9,0.0,0.0,3.0,3.0,"Voluntown, CT"
2771,Wallingford School District,"PK, K, g1, g2, g3, g4, g5","g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"October 19, 2020 - October 23, 2020",2020-10-29T00:00:00.000,,0,1,7,7,0.0,0.0,0.0,0.0,"Wallingford, CT"
2777,Waterbury School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,N/A,,Public School Districts,"October 19, 2020 - October 23, 2020",2020-10-29T00:00:00.000,Opportunity,0,1,1,14,0.0,0.0,3.0,3.0,"Waterbury, CT"
2778,Waterford School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"October 19, 2020 - October 23, 2020",2020-10-29T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"Waterford, CT"
2780,Watertown School District,"PK, K, g1, g2, g3, g4, g5, g6, g7","g8, g9, g10, g11, g12",N/A,,Public School Districts,"October 19, 2020 - October 23, 2020",2020-10-29T00:00:00.000,,0,1,5,9,0.0,0.0,3.0,3.0,"Watertown, CT"
2781,Westbrook School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,N/A,,Public School Districts,"October 19, 2020 - October 23, 2020",2020-10-29T00:00:00.000,,0,1,1,14,0.0,0.0,3.0,3.0,"Westbrook, CT"
2782,West Hartford School District,"PK, K, g1, g2, g3, g4, g5","g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"October 19, 2020 - October 23, 2020",2020-10-29T00:00:00.000,,0,1,7,7,0.0,0.0,0.0,0.0,"West Hartford, CT"
2788,West Haven School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,N/A,,Public School Districts,"October 19, 2020 - October 23, 2020",2020-10-29T00:00:00.000,Alliance,0,1,1,14,0.0,0.0,3.0,3.0,"West Haven, CT"
2789,Weston School District,PK,"K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"October 19, 2020 - October 23, 2020",2020-10-29T00:00:00.000,,0,1,13,1,0.0,2.0,0.0,2.0,"Weston, CT"
2790,Westport School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"October 19, 2020 - October 23, 2020",2020-10-29T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"Westport, CT"
2791,Wethersfield School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"October 19, 2020 - October 23, 2020",2020-10-29T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"Wethersfield, CT"
2792,Willington School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,N/A,,Public School Districts,"October 19, 2020 - October 23, 2020",2020-10-29T00:00:00.000,,0,1,1,10,0.0,0.0,3.0,3.0,"Willington, CT"
2793,Wilton School District,"PK, K, g1, g2, g3, g4, g5","g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"October 19, 2020 - October 23, 2020",2020-10-29T00:00:00.000,,0,1,7,7,0.0,0.0,0.0,0.0,"Wilton, CT"
2795,Winchester School District,"PK, K, g1, g2, g3, g4, g5, g6",N/A,N/A,,Public School Districts,"October 19, 2020 - October 23, 2020",2020-10-29T00:00:00.000,Alliance,0,1,1,8,0.0,0.0,3.0,3.0,"Winchester, CT"
2796,Windham School District,N/A,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",,Public School Districts,"October 19, 2020 - October 23, 2020",2020-10-29T00:00:00.000,Alliance,0,14,1,1,1.0,0.0,0.0,1.0,"Windham, CT"
2797,Windsor School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"October 19, 2020 - October 23, 2020",2020-10-29T00:00:00.000,Alliance,0,1,14,1,0.0,2.0,0.0,2.0,"Windsor, CT"
2798,Windsor Locks School District,N/A,"g6, g7, g8, g9, g10, g11, g12","PK, K, g1, g2, g3, g4, g5",,Public School Districts,"October 19, 2020 - October 23, 2020",2020-10-29T00:00:00.000,Alliance,0,7,7,1,0.0,0.0,0.0,0.0,"Windsor Locks, CT"
2799,Wolcott School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"October 19, 2020 - October 23, 2020",2020-10-29T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"Wolcott, CT"
2800,Woodbridge School District,"PK, K, g1, g2, g3, g4, g5, g6",N/A,N/A,,Public School Districts,"October 19, 2020 - October 23, 2020",2020-10-29T00:00:00.000,,0,1,1,8,0.0,0.0,3.0,3.0,"Woodbridge, CT"
2801,Woodstock School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,,Public School Districts,"October 19, 2020 - October 23, 2020",2020-10-29T00:00:00.000,,0,1,10,1,0.0,2.0,0.0,2.0,"Woodstock, CT"
2850,Andover School District,"PK, K, g1, g2, g3, g4, g5, g6",N/A,N/A,,Public School Districts,"October 12, 2020 - October 16, 2020",2020-10-22T00:00:00.000,,0,1,1,8,0.0,0.0,3.0,3.0,"Andover, CT"
2851,Ansonia School District,PK,"K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"October 12, 2020 - October 16, 2020",2020-10-22T00:00:00.000,Alliance,0,1,13,1,0.0,2.0,0.0,2.0,"Ansonia, CT"
2852,Ashford School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,N/A,,Public School Districts,"October 12, 2020 - October 16, 2020",2020-10-22T00:00:00.000,,0,1,1,10,0.0,0.0,3.0,3.0,"Ashford, CT"
2853,Avon School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,N/A,,Public School Districts,"October 12, 2020 - October 16, 2020",2020-10-22T00:00:00.000,,0,1,1,14,0.0,0.0,3.0,3.0,"Avon, CT"
2856,Barkhamsted School District,"K, g1, g2, g3, g4, g5, g6",N/A,N/A,,Public School Districts,"October 12, 2020 - October 16, 2020",2020-10-22T00:00:00.000,,0,1,1,7,0.0,0.0,3.0,3.0,"Barkhamsted, CT"
2857,Berlin School District,"PK, K, g1, g2, g3, g4, g5","g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"October 12, 2020 - October 16, 2020",2020-10-22T00:00:00.000,,0,1,7,7,0.0,0.0,0.0,0.0,"Berlin, CT"
2858,Bethany School District,"PK, K, g1, g2, g3, g4, g5, g6",N/A,N/A,,Public School Districts,"October 12, 2020 - October 16, 2020",2020-10-22T00:00:00.000,,0,1,1,8,0.0,0.0,3.0,3.0,"Bethany, CT"
2859,Bethel School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8","g9, g10, g11, g12",N/A,,Public School Districts,"October 12, 2020 - October 16, 2020",2020-10-22T00:00:00.000,,0,1,4,10,0.0,0.0,3.0,3.0,"Bethel, CT"
2861,Bloomfield School District,PK,"K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"October 12, 2020 - October 16, 2020",2020-10-22T00:00:00.000,Alliance,0,1,13,1,0.0,2.0,0.0,2.0,"Bloomfield, CT"
2862,Bolton School District,"PK, K, g1, g2","g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"October 12, 2020 - October 16, 2020",2020-10-22T00:00:00.000,,0,1,10,4,0.0,2.0,0.0,2.0,"Bolton, CT"
2863,Bozrah School District,"PK, K, g1, g2, g3","g4, g5, g6, g7, g8",N/A,,Public School Districts,"October 12, 2020 - October 16, 2020",2020-10-22T00:00:00.000,,0,1,5,5,0.0,0.0,0.0,0.0,"Bozrah, CT"
2864,Branford School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"October 12, 2020 - October 16, 2020",2020-10-22T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"Branford, CT"
2865,Bridgeport School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8","g9, g10, g11, g12",N/A,,Public School Districts,"October 12, 2020 - October 16, 2020",2020-10-22T00:00:00.000,Opportunity,0,1,4,10,0.0,0.0,3.0,3.0,"Bridgeport, CT"
2866,Bristol School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"October 12, 2020 - October 16, 2020",2020-10-22T00:00:00.000,Alliance,0,1,14,1,0.0,2.0,0.0,2.0,"Bristol, CT"
2869,Brookfield School District,"PK, K","g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"October 12, 2020 - October 16, 2020",2020-10-22T00:00:00.000,,0,1,12,2,0.0,2.0,0.0,2.0,"Brookfield, CT"
2870,Brooklyn School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,N/A,,Public School Districts,"October 12, 2020 - October 16, 2020",2020-10-22T00:00:00.000,,0,1,1,10,0.0,0.0,3.0,3.0,"Brooklyn, CT"
2872,Canaan School District,"K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,N/A,,Public School Districts,"October 12, 2020 - October 16, 2020",2020-10-22T00:00:00.000,,0,1,1,9,0.0,0.0,3.0,3.0,"Canaan, CT"
2873,Canterbury School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,N/A,,Public School Districts,"October 12, 2020 - October 16, 2020",2020-10-22T00:00:00.000,,0,1,1,10,0.0,0.0,3.0,3.0,"Canterbury, CT"
2874,Canton School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,N/A,,Public School Districts,"October 12, 2020 - October 16, 2020",2020-10-22T00:00:00.000,,0,1,1,14,0.0,0.0,3.0,3.0,"Canton, CT"
2876,Chaplin School District,"PK, K, g1, g2, g3, g4, g5, g6",N/A,N/A,,Public School Districts,"October 12, 2020 - October 16, 2020",2020-10-22T00:00:00.000,,0,1,1,8,0.0,0.0,3.0,3.0,"Chaplin, CT"
2877,Cheshire School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8","g9, g10, g11, g12",N/A,,Public School Districts,"October 12, 2020 - October 16, 2020",2020-10-22T00:00:00.000,,0,1,4,10,0.0,0.0,3.0,3.0,"Cheshire, CT"
2879,Chester School District,"K, g1, g2, g3, g4, g5, g6",N/A,N/A,,Public School Districts,"October 12, 2020 - October 16, 2020",2020-10-22T00:00:00.000,,0,1,1,7,0.0,0.0,3.0,3.0,"Chester, CT"
2880,Clinton School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,N/A,,Public School Districts,"October 12, 2020 - October 16, 2020",2020-10-22T00:00:00.000,,0,1,1,14,0.0,0.0,3.0,3.0,"Clinton, CT"
2881,Colchester School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"October 12, 2020 - October 16, 2020",2020-10-22T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"Colchester, CT"
2882,Colebrook School District,"K, g1, g2, g3, g4, g5, g6",N/A,N/A,,Public School Districts,"October 12, 2020 - October 16, 2020",2020-10-22T00:00:00.000,,0,1,1,7,0.0,0.0,3.0,3.0,"Colebrook, CT"
2883,Columbia School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,,Public School Districts,"October 12, 2020 - October 16, 2020",2020-10-22T00:00:00.000,,0,1,10,1,0.0,2.0,0.0,2.0,"Columbia, CT"
2884,Cornwall School District,"K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,N/A,,Public School Districts,"October 12, 2020 - October 16, 2020",2020-10-22T00:00:00.000,,0,1,1,9,0.0,0.0,3.0,3.0,"Cornwall, CT"
2885,Coventry School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,N/A,,Public School Districts,"October 12, 2020 - October 16, 2020",2020-10-22T00:00:00.000,,0,1,1,14,0.0,0.0,3.0,3.0,"Coventry, CT"
2886,Cromwell School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"October 12, 2020 - October 16, 2020",2020-10-22T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"Cromwell, CT"
2888,Danbury School District,N/A,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",,Public School Districts,"October 12, 2020 - October 16, 2020",2020-10-22T00:00:00.000,Alliance,0,14,1,1,1.0,0.0,0.0,1.0,"Danbury, CT"
2889,Darien School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,N/A,,Public School Districts,"October 12, 2020 - October 16, 2020",2020-10-22T00:00:00.000,,0,1,1,14,0.0,0.0,3.0,3.0,"Darien, CT"
2890,Deep River School District,"K, g1, g2, g3, g4, g5, g6",N/A,N/A,,Public School Districts,"October 12, 2020 - October 16, 2020",2020-10-22T00:00:00.000,,0,1,1,7,0.0,0.0,3.0,3.0,"Deep River, CT"
2892,Derby School District,"PK, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,K,,Public School Districts,"October 12, 2020 - October 16, 2020",2020-10-22T00:00:00.000,Opportunity,0,1,1,13,0.0,0.0,3.0,3.0,"Derby, CT"
2894,Eastford School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,N/A,,Public School Districts,"October 12, 2020 - October 16, 2020",2020-10-22T00:00:00.000,,0,1,1,10,0.0,0.0,3.0,3.0,"Eastford, CT"
2895,East Granby School District,"K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,N/A,,Public School Districts,"October 12, 2020 - October 16, 2020",2020-10-22T00:00:00.000,,0,1,1,13,0.0,0.0,3.0,3.0,"East Granby, CT"
2896,East Haddam School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,N/A,,Public School Districts,"October 12, 2020 - October 16, 2020",2020-10-22T00:00:00.000,,0,1,1,14,0.0,0.0,3.0,3.0,"East Haddam, CT"
2897,East Hampton School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"October 12, 2020 - October 16, 2020",2020-10-22T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"East Hampton, CT"
2898,East Hartford School District,"PK, K, g1, g2, g3, g4, g5","g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"October 12, 2020 - October 16, 2020",2020-10-22T00:00:00.000,Opportunity,0,1,7,7,0.0,0.0,0.0,0.0,"East Hartford, CT"
2900,East Haven School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,N/A,,Public School Districts,"October 12, 2020 - October 16, 2020",2020-10-22T00:00:00.000,Opportunity,0,1,1,14,0.0,0.0,3.0,3.0,"East Haven, CT"
2902,East Lyme School District,PK,"K, g1, g2, g3, g4, g5, g6, g7, g8","g9, g10, g11, g12",,Public School Districts,"October 12, 2020 - October 16, 2020",2020-10-22T00:00:00.000,,0,4,9,1,0.0,2.0,0.0,2.0,"East Lyme, CT"
2905,Easton School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,N/A,,Public School Districts,"October 12, 2020 - October 16, 2020",2020-10-22T00:00:00.000,,0,1,1,10,0.0,0.0,3.0,3.0,"Easton, CT"
2907,East Windsor School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"October 12, 2020 - October 16, 2020",2020-10-22T00:00:00.000,Alliance,0,1,14,1,0.0,2.0,0.0,2.0,"East Windsor, CT"
2908,Ellington School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,N/A,,Public School Districts,"October 12, 2020 - October 16, 2020",2020-10-22T00:00:00.000,,0,1,1,14,0.0,0.0,3.0,3.0,"Ellington, CT"
2909,Enfield School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"October 12, 2020 - October 16, 2020",2020-10-22T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"Enfield, CT"
2911,Essex School District,"PK, K, g1, g2, g3, g4, g5, g6",N/A,N/A,,Public School Districts,"October 12, 2020 - October 16, 2020",2020-10-22T00:00:00.000,,0,1,1,8,0.0,0.0,3.0,3.0,"Essex, CT"
2912,Fairfield School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"October 12, 2020 - October 16, 2020",2020-10-22T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"Fairfield, CT"
2914,Farmington School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8","g9, g10, g11, g12",N/A,,Public School Districts,"October 12, 2020 - October 16, 2020",2020-10-22T00:00:00.000,,0,1,4,10,0.0,0.0,3.0,3.0,"Farmington, CT"
2915,Franklin School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,N/A,,Public School Districts,"October 12, 2020 - October 16, 2020",2020-10-22T00:00:00.000,,0,1,1,10,0.0,0.0,3.0,3.0,"Franklin, CT"
2917,Glastonbury School District,"PK, K, g1, g2, g3, g4, g5","g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"October 12, 2020 - October 16, 2020",2020-10-22T00:00:00.000,,0,1,7,7,0.0,0.0,0.0,0.0,"Glastonbury, CT"
2918,Granby School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,N/A,,Public School Districts,"October 12, 2020 - October 16, 2020",2020-10-22T00:00:00.000,,0,1,1,14,0.0,0.0,3.0,3.0,"Granby, CT"
2919,Greenwich School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8","g9, g10, g11, g12",N/A,,Public School Districts,"October 12, 2020 - October 16, 2020",2020-10-22T00:00:00.000,,0,1,4,10,0.0,0.0,3.0,3.0,"Greenwich, CT"
2921,Griswold School District,N/A,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",,Public School Districts,"October 12, 2020 - October 16, 2020",2020-10-22T00:00:00.000,,0,14,1,1,1.0,0.0,0.0,1.0,"Griswold, CT"
2922,Groton School District,N/A,"PK, K, g1, g2, g3, g4, g5, g9, g10, g11, g12","g6, g7, g8",,Public School Districts,"October 12, 2020 - October 16, 2020",2020-10-22T00:00:00.000,Alliance,0,3,11,1,0.0,2.0,0.0,2.0,"Groton, CT"
2923,Guilford School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"October 12, 2020 - October 16, 2020",2020-10-22T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"Guilford, CT"
2924,Hamden School District,PK,"K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"October 12, 2020 - October 16, 2020",2020-10-22T00:00:00.000,Alliance,0,1,13,1,0.0,2.0,0.0,2.0,"Hamden, CT"
2928,Hampton School District,"PK, K, g1, g2, g3, g4, g5, g6",N/A,N/A,,Public School Districts,"October 12, 2020 - October 16, 2020",2020-10-22T00:00:00.000,,0,1,1,8,0.0,0.0,3.0,3.0,"Hampton, CT"
2929,Hartford School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9","g10, g11, g12",N/A,,Public School Districts,"October 12, 2020 - October 16, 2020",2020-10-22T00:00:00.000,Opportunity,0,1,3,11,0.0,0.0,3.0,3.0,"Hartford, CT"
2936,Hartland School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,N/A,,Public School Districts,"October 12, 2020 - October 16, 2020",2020-10-22T00:00:00.000,,0,1,1,10,0.0,0.0,3.0,3.0,"Hartland, CT"
2937,Hebron School District,"PK, K, g1, g2, g3, g4, g5, g6",N/A,N/A,,Public School Districts,"October 12, 2020 - October 16, 2020",2020-10-22T00:00:00.000,,0,1,1,8,0.0,0.0,3.0,3.0,"Hebron, CT"
2939,Kent School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,N/A,,Public School Districts,"October 12, 2020 - October 16, 2020",2020-10-22T00:00:00.000,,0,1,1,10,0.0,0.0,3.0,3.0,"Kent, CT"
2940,Killingly School District,"PK, K, g1","g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"October 12, 2020 - October 16, 2020",2020-10-22T00:00:00.000,Alliance,0,1,11,3,0.0,2.0,0.0,2.0,"Killingly, CT"
2943,Lebanon School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,N/A,,Public School Districts,"October 12, 2020 - October 16, 2020",2020-10-22T00:00:00.000,,0,1,1,14,0.0,0.0,3.0,3.0,"Lebanon, CT"
2944,Ledyard School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"October 12, 2020 - October 16, 2020",2020-10-22T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"Ledyard, CT"
2945,Lisbon School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,,Public School Districts,"October 12, 2020 - October 16, 2020",2020-10-22T00:00:00.000,,0,1,10,1,0.0,2.0,0.0,2.0,"Lisbon, CT"
2946,Litchfield School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,N/A,,Public School Districts,"October 12, 2020 - October 16, 2020",2020-10-22T00:00:00.000,,0,1,1,14,0.0,0.0,3.0,3.0,"Litchfield, CT"
2949,Madison School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8","g9, g10, g11, g12",N/A,,Public School Districts,"October 12, 2020 - October 16, 2020",2020-10-22T00:00:00.000,,0,1,4,10,0.0,0.0,3.0,3.0,"Madison, CT"
2951,Manchester School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"October 12, 2020 - October 16, 2020",2020-10-22T00:00:00.000,Alliance,0,1,14,1,0.0,2.0,0.0,2.0,"Manchester, CT"
2955,Mansfield School District,"PK, K, g1, g2, g3, g4","g5, g6, g7, g8",N/A,,Public School Districts,"October 12, 2020 - October 16, 2020",2020-10-22T00:00:00.000,,0,1,4,6,0.0,0.0,3.0,3.0,"Mansfield, CT"
2958,Marlborough School District,"PK, K, g1, g2, g3, g4, g5, g6",N/A,N/A,,Public School Districts,"October 12, 2020 - October 16, 2020",2020-10-22T00:00:00.000,,0,1,1,8,0.0,0.0,3.0,3.0,"Marlborough, CT"
2959,Meriden School District,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8","g9, g10, g11, g12",N/A,,Public School Districts,"October 12, 2020 - October 16, 2020",2020-10-22T00:00:00.000,Alliance,0,1,4,10,0.0,0.0,3.0,3.0,"Meriden, CT"
2961,Middletown School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"October 12, 2020 - October 16, 2020",2020-10-22T00:00:00.000,Alliance,0,1,14,1,0.0,2.0,0.0,2.0,"Middletown, CT"
2962,Milford School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"October 12, 2020 - October 16, 2020",2020-10-22T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"Milford, CT"
2968,Monroe School District,"PK, K, g1, g2, g3, g4, g5","g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"October 12, 2020 - October 16, 2020",2020-10-22T00:00:00.000,,0,1,7,7,0.0,0.0,0.0,0.0,"Monroe, CT"
2969,Montville School District,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"October 12, 2020 - October 16, 2020",2020-10-22T00:00:00.000,,0,1,14,1,0.0,2.0,0.0,2.0,"Montville, CT"
2971,Naugatuck School District,"PK, K, g1, g2, g3, g4, g5, g6","g7, g8, g9, g10, g11, g12",N/A,,Public School Districts,"October 12, 2020 - October 16, 2020",2020-10-22T00:00:00.000,Alliance,0,1,6,8,0.0,0.0,3.0,3.0,"Naugatuck, CT"
